timestamp,exchange,open,high,low,close,volume,trade_count,vwap
2022-04-29 05:00:00+00:00,CBSE,39530.21,39566.37,39525.07,39566.37,6.16048476,362,39545.6767247574
2022-04-29 05:00:00+00:00,FTXU,39561.0,39561.0,39561.0,39561.0,0.0008,1,39561.0
2022-04-29 05:01:00+00:00,CBSE,39566.38,39613.78,39564.23,39580.31,15.6773289,531,39580.3366094499
2022-04-29 05:01:00+00:00,ERSX,39577.0,39577.0,39577.0,39577.0,1.0,1,39577.0
2022-04-29 05:01:00+00:00,FTXU,39576.0,39599.0,39576.0,39599.0,1.2203,6,39578.9201835614
2022-04-29 05:02:00+00:00,CBSE,39579.79,39599.86,39570.0,39577.83,7.42492287,435,39579.6146034033
2022-04-29 05:02:00+00:00,FTXU,39590.0,39590.0,39590.0,39590.0,0.0212,1,39590.0
2022-04-29 05:03:00+00:00,CBSE,39577.31,39580.06,39554.49,39568.86,9.13874562,276,39567.3296014316
2022-04-29 05:04:00+00:00,CBSE,39568.89,39568.89,39553.34,39558.16,1.92349278,214,39558.0131606404
2022-04-29 05:05:00+00:00,CBSE,39558.28,39607.89,39558.28,39596.04,8.28978033,397,39589.0070046738
2022-04-29 05:05:00+00:00,ERSX,39611.0,39611.0,39594.0,39594.0,0.2034,2,39610.1642084562
2022-04-29 05:06:00+00:00,CBSE,39593.94,39611.02,39585.17,39585.55,5.33846279,345,39600.0078482819
2022-04-29 05:07:00+00:00,CBSE,39587.23,39591.58,39558.17,39577.16,2.07497326,277,39572.2909933787
2022-04-29 05:08:00+00:00,CBSE,39577.15,39581.79,39562.89,39569.04,2.22775256,211,39573.7531471114
2022-04-29 05:09:00+00:00,CBSE,39569.0,39569.01,39540.4,39540.4,3.99694861,360,39551.5954716736
2022-04-29 05:10:00+00:00,CBSE,39542.31,39542.31,39527.48,39532.44,1.54762122,242,39532.0105652001
2022-04-29 05:10:00+00:00,ERSX,39541.0,39541.0,39534.6,39537.5,0.08,8,39538.1875
2022-04-29 05:11:00+00:00,CBSE,39532.3,39536.64,39520.94,39533.79,2.2882569,323,39530.0159452317
2022-04-29 05:11:00+00:00,ERSX,39530.9,39530.9,39530.9,39530.9,0.01,1,39530.9
2022-04-29 05:12:00+00:00,CBSE,39534.84,39551.76,39529.73,39543.12,1.7385671,238,39540.5641391885
2022-04-29 05:13:00+00:00,CBSE,39543.11,39551.81,39540.78,39546.69,1.58235159,200,39549.8445157548
2022-04-29 05:14:00+00:00,CBSE,39547.03,39549.44,39531.29,39543.65,2.89958278,235,39541.9942525988
2022-04-29 05:14:00+00:00,FTXU,39549.0,39549.0,39549.0,39549.0,0.0001,1,39549.0
2022-04-29 05:15:00+00:00,CBSE,39541.6,39553.96,39538.98,39551.74,1.84625824,233,39545.6155680988
2022-04-29 05:16:00+00:00,CBSE,39553.12,39563.45,39550.21,39561.99,2.10885578,221,39556.6745603611
2022-04-29 05:17:00+00:00,CBSE,39561.98,39580.84,39557.35,39576.56,4.57619898,183,39566.7810449323
2022-04-29 05:18:00+00:00,CBSE,39577.81,39591.6,39574.6,39582.67,5.39645582,307,39581.3511024627
2022-04-29 05:19:00+00:00,CBSE,39585.36,39589.0,39573.63,39586.69,2.25283824,239,39579.054357633
2022-04-29 05:20:00+00:00,CBSE,39586.97,39596.2,39578.8,39581.39,2.825419,273,39587.501595821
2022-04-29 05:21:00+00:00,CBSE,39583.46,39610.22,39544.25,39598.94,17.9625865,537,39577.4993157041
2022-04-29 05:21:00+00:00,ERSX,39577.2,39612.3,39568.0,39612.3,1.1199,4,39577.8321278686
2022-04-29 05:22:00+00:00,CBSE,39601.41,39616.67,39593.13,39605.88,3.41617825,292,39604.9023036123
2022-04-29 05:23:00+00:00,CBSE,39605.1,39631.64,39591.12,39592.48,12.75430305,554,39618.5085604953
2022-04-29 05:23:00+00:00,ERSX,39630.3,39630.3,39603.7,39603.7,0.06,2,39608.1333333333
2022-04-29 05:23:00+00:00,FTXU,39610.0,39620.0,39610.0,39620.0,0.0944,2,39619.8940677966
2022-04-29 05:24:00+00:00,CBSE,39594.39,39611.3,39585.89,39602.66,7.06198332,280,39601.0959520519
2022-04-29 05:24:00+00:00,ERSX,39599.3,39599.3,39599.3,39599.3,0.01,1,39599.3
2022-04-29 05:25:00+00:00,CBSE,39602.7,39608.17,39594.16,39598.49,1.25952898,212,39599.5822941413
2022-04-29 05:26:00+00:00,CBSE,39598.48,39608.81,39594.97,39600.38,2.27927328,230,39603.6890256216
2022-04-29 05:26:00+00:00,ERSX,39600.4,39600.4,39600.4,39600.4,0.0024,1,39600.4
2022-04-29 05:27:00+00:00,CBSE,39603.52,39613.64,39594.06,39601.96,2.0908617,232,39604.6044294789
2022-04-29 05:28:00+00:00,CBSE,39601.96,39603.08,39588.12,39592.91,3.30966845,218,39595.6099523693
2022-04-29 05:28:00+00:00,ERSX,39595.1,39595.1,39595.1,39595.1,0.003,3,39595.1
2022-04-29 05:29:00+00:00,CBSE,39596.07,39596.07,39581.2,39590.76,1.41004541,221,39586.6189540112
2022-04-29 05:30:00+00:00,CBSE,39591.47,39591.5,39565.57,39584.23,2.13707778,255,39580.8322544766
2022-04-29 05:31:00+00:00,CBSE,39582.31,39587.97,39560.93,39563.68,4.34369247,302,39575.2812087263
2022-04-29 05:32:00+00:00,CBSE,39563.67,39575.25,39557.08,39563.56,4.78442326,245,39564.6718354797
2022-04-29 05:32:00+00:00,ERSX,39558.8,39558.8,39558.3,39558.3,0.0121,2,39558.5685950413
2022-04-29 05:33:00+00:00,CBSE,39563.92,39583.4,39563.23,39582.59,3.78385787,221,39570.0144116463
2022-04-29 05:33:00+00:00,ERSX,39573.3,39573.3,39573.3,39573.3,0.0062,1,39573.3
2022-04-29 05:34:00+00:00,CBSE,39588.11,39588.11,39545.3,39554.62,5.43282735,293,39560.7969802159
2022-04-29 05:34:00+00:00,ERSX,39547.5,39553.2,39547.5,39553.2,0.0312,4,39550.0
2022-04-29 05:34:00+00:00,FTXU,39574.0,39574.0,39574.0,39574.0,0.0003,1,39574.0
2022-04-29 05:35:00+00:00,CBSE,39557.13,39572.21,39551.58,39563.33,3.72485035,218,39562.6086086222
2022-04-29 05:35:00+00:00,ERSX,39564.3,39564.3,39564.3,39564.3,0.0053,1,39564.3
2022-04-29 05:36:00+00:00,CBSE,39564.92,39575.72,39560.87,39563.03,3.56440966,208,39569.317789745
2022-04-29 05:37:00+00:00,CBSE,39564.32,39583.74,39561.24,39582.72,3.43164136,203,39575.1578217611
2022-04-29 05:37:00+00:00,ERSX,39583.9,39583.9,39583.9,39583.9,0.0039,1,39583.9
2022-04-29 05:38:00+00:00,CBSE,39580.75,39612.23,39575.21,39578.82,9.46066991,291,39591.4914571432
2022-04-29 05:38:00+00:00,ERSX,39586.2,39586.2,39586.2,39586.2,0.05,1,39586.2
2022-04-29 05:38:00+00:00,FTXU,39573.0,39573.0,39573.0,39573.0,0.0124,1,39573.0
2022-04-29 05:39:00+00:00,CBSE,39580.86,39586.68,39565.37,39571.55,0.70314102,155,39577.111277266
2022-04-29 05:40:00+00:00,CBSE,39571.56,39582.31,39567.68,39580.92,2.19834319,178,39574.5186301173
2022-04-29 05:40:00+00:00,ERSX,39567.9,39576.8,39567.9,39576.8,0.1,4,39575.59
2022-04-29 05:41:00+00:00,CBSE,39580.85,39580.92,39566.24,39578.16,0.88382915,193,39573.3539772499
2022-04-29 05:42:00+00:00,CBSE,39576.43,39578.17,39556.52,39559.5,5.91675274,256,39565.8618233333
2022-04-29 05:43:00+00:00,CBSE,39555.43,39578.75,39555.33,39576.05,7.39125219,200,39568.299230607
2022-04-29 05:44:00+00:00,CBSE,39574.0,39579.89,39563.68,39576.77,1.76586499,187,39573.0736908148
2022-04-29 05:45:00+00:00,CBSE,39573.15,39580.92,39567.07,39580.89,1.92008058,229,39573.8231936888
2022-04-29 05:46:00+00:00,CBSE,39580.58,39580.92,39545.77,39556.72,2.64240531,263,39564.9063291296
2022-04-29 05:47:00+00:00,CBSE,39556.61,39556.61,39472.41,39509.13,21.15039605,631,39515.6051799333
2022-04-29 05:47:00+00:00,ERSX,39501.6,39501.6,39500.0,39500.0,0.02,2,39500.8
2022-04-29 05:47:00+00:00,FTXU,39541.0,39541.0,39500.0,39500.0,0.2061,3,39522.5589519651
2022-04-29 05:48:00+00:00,CBSE,39509.13,39509.13,39485.01,39502.39,2.53353435,252,39495.7554721894
2022-04-29 05:48:00+00:00,ERSX,39494.0,39497.8,39494.0,39494.0,0.12,8,39494.375
2022-04-29 05:49:00+00:00,CBSE,39502.4,39520.83,39488.42,39495.96,6.50799283,426,39507.1115082642
2022-04-29 05:49:00+00:00,ERSX,39496.0,39496.9,39496.0,39496.0,0.05,5,39496.3
2022-04-29 05:50:00+00:00,CBSE,39495.95,39524.97,39495.95,39513.13,1.90321943,263,39511.9472281556
2022-04-29 05:51:00+00:00,CBSE,39511.48,39521.67,39491.46,39495.84,16.09672841,561,39502.2741385092
2022-04-29 05:51:00+00:00,ERSX,39504.0,39504.0,39504.0,39504.0,0.01,1,39504.0
2022-04-29 05:52:00+00:00,CBSE,39494.9,39512.77,39494.9,39512.76,7.81962214,291,39502.7990236302
2022-04-29 05:53:00+00:00,CBSE,39515.75,39515.75,39480.14,39481.5,2.06505625,210,39495.7650479928
2022-04-29 05:53:00+00:00,ERSX,39515.0,39519.0,39515.0,39519.0,0.07,3,39516.1428571429
2022-04-29 05:54:00+00:00,CBSE,39482.17,39500.48,39482.17,39488.83,6.59094635,323,39491.3739950405
2022-04-29 05:54:00+00:00,ERSX,39505.0,39505.0,39505.0,39505.0,0.2,3,39505.0
2022-04-29 05:54:00+00:00,FTXU,39498.0,39498.0,39498.0,39498.0,2.0,2,39498.0
2022-04-29 05:55:00+00:00,CBSE,39489.78,39494.9,39480.67,39484.88,2.4129251,294,39487.4513582668
2022-04-29 05:56:00+00:00,CBSE,39484.9,39492.58,39480.25,39486.23,4.55050824,269,39489.4742744163
2022-04-29 05:56:00+00:00,ERSX,39495.0,39495.0,39495.0,39495.0,0.02,2,39495.0
2022-04-29 05:57:00+00:00,CBSE,39483.03,39484.74,39468.88,39480.61,4.0928029,212,39477.9928058608
2022-04-29 05:58:00+00:00,CBSE,39480.59,39488.88,39477.81,39488.16,1.52902526,202,39481.8277606061
2022-04-29 05:59:00+00:00,CBSE,39487.91,39496.85,39479.51,39489.86,2.83818334,268,39488.7103950782
2022-04-29 06:00:00+00:00,CBSE,39489.83,39491.59,39475.53,39478.06,2.43016108,295,39481.3436237195
2022-04-29 06:01:00+00:00,CBSE,39478.0,39484.42,39472.86,39482.15,3.18838891,230,39476.4543621398
2022-04-29 06:02:00+00:00,CBSE,39484.35,39495.16,39472.31,39475.22,3.2496331,270,39485.030003449
2022-04-29 06:03:00+00:00,CBSE,39475.23,39483.41,39457.59,39457.59,7.80270848,312,39471.4571652663
2022-04-29 06:03:00+00:00,ERSX,39481.0,39481.0,39481.0,39481.0,0.0076,1,39481.0
2022-04-29 06:04:00+00:00,CBSE,39457.33,39484.12,39457.33,39482.49,4.39358874,276,39473.5380482044
2022-04-29 06:04:00+00:00,FTXU,39475.0,39475.0,39475.0,39475.0,0.1941,1,39475.0
2022-04-29 06:05:00+00:00,CBSE,39488.15,39530.66,39486.22,39495.27,77.48253119,1530,39504.2595962902
2022-04-29 06:05:00+00:00,ERSX,39503.6,39503.6,39503.6,39503.6,1.0,1,39503.6
2022-04-29 06:05:00+00:00,FTXU,39505.0,39505.0,39505.0,39505.0,0.1715,1,39505.0
2022-04-29 06:06:00+00:00,CBSE,39491.79,39500.0,39484.3,39496.3,6.76856144,312,39491.135181217
2022-04-29 06:07:00+00:00,CBSE,39496.3,39510.61,39492.81,39493.14,19.14108565,623,39502.2225405499
2022-04-29 06:08:00+00:00,CBSE,39493.31,39500.67,39483.15,39486.63,2.13037824,205,39495.3933405481
2022-04-29 06:09:00+00:00,CBSE,39489.96,39494.23,39463.83,39463.83,4.13726472,204,39483.3187797557
2022-04-29 06:09:00+00:00,FTXU,39500.0,39500.0,39500.0,39500.0,0.05,1,39500.0
2022-04-29 06:10:00+00:00,CBSE,39463.83,39467.73,39426.07,39426.42,3.68851015,221,39442.926006424
2022-04-29 06:11:00+00:00,CBSE,39429.16,39429.17,39356.89,39395.03,17.55078307,586,39395.1101459179
2022-04-29 06:11:00+00:00,ERSX,39386.0,39388.0,39386.0,39388.0,0.06,2,39386.3333333333
2022-04-29 06:11:00+00:00,FTXU,39415.0,39415.0,39364.0,39364.0,1.183,3,39407.1107354184
2022-04-29 06:12:00+00:00,CBSE,39394.66,39420.84,39380.09,39406.92,6.8960068,295,39400.3013235758
2022-04-29 06:13:00+00:00,CBSE,39410.27,39430.3,39397.27,39418.84,9.63456387,295,39409.1796854769
2022-04-29 06:14:00+00:00,CBSE,39419.2,39448.23,39417.05,39440.36,2.91094581,203,39433.4998412742
